Date,Matchid,Team,TeamId,Opposition,Oppositionid,PassBackward,PassLeft,PassRight,UnsuccessfulBallTouch,SuccessfulBallTouch,TakeOnsOverrun,CompId,SeasId,Touchesopenplayfinalthird,Touchesopenplayoppbox,Touchesopenplayoppsixyards,DeflectedGoals,DeflectedShots,GoalfrompassfromFK,GoalsfromdivingHeaders,GoalsVolleys,FastBreakGoals,FastBreakAttempts,BigChanceCreated,BigChancesScored,BigChancesOnTarget,BigChancesOffTarget,BigChancesBlocked,BigChancesFluffed,IntentionalAssist,IntentionalChancesCreated,SecondAssists,AttackingGroundDuelsWon,AttackingGroundDuelsLost,DefensiveGroundDuelsWon,DefensiveGroundDuelsLost,AttackingAerialDuelsWon,AttackingAerialDuelsLost,DefensiveAerialDuelsWon,DefensiveAerialDuelsLost,CrossesBlocked,StraightRedcard,RedCard2Yellows,TimesTackled,GoalkeeperSmother,SavesDiving,SavesFingertip,SavesParriedSafe,SavesParriedDanger,SavesStanding,SavesReaching,SavesStooping,SavesHands,SavesFeet,SavesBody,GKPickup,SavesCaught,SavesCollected,KeeperSweeperSuccessful,KeeperSweeperUnsuccessful,TotalShotsConceded,TotalBlockedShotsConceded,Xsuccessfulpassesforwards,Xsuccessfulpassesbackwards,Xsuccessfulpassesleft,Xsuccessfulpassesright,PassesReceived,LeftFootShots,ShootingAccuracyLeftFoot,RightFootShots,ShootingAccuracyRightFoot,GKLongDistribution,GKLongAccuracy,GKShortDistribution,GKShortAccuracy,SubPosition
08/03/2019,1003280,Al-Quadisiya,6775,Al-Ahli,6770,74,94,111,13,8,1,202,2018,106,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,11,25,29,8,16,6,4,2,0,0,9,0,1,0,1,0,2,0,0,3,0,0,6,1,1,0,0,10,0,55.42%,100.00%,90.43%,89.19%,364,2,0.00%,5,40.00%,12,33.33%,5,100.00%,0
28/09/2018,1003133,Al-Quadisiya,6775,Al-Feiha,10483,43,82,94,12,9,4,202,2018,117,19,3,0,0,0,0,0,0,0,1,1,1,0,0,0,1,5,0,18,25,19,10,4,5,8,8,2,0,0,19,0,0,0,0,0,1,0,0,1,0,0,3,0,1,0,0,9,2,64.08%,95.35%,87.80%,88.30%,295,2,50.00%,3,33.33%,6,33.33%,4,100.00%,0
30/11/2018,1003188,Al-Quadisiya,6775,Al-Faisaly,6777,32,66,73,21,12,5,202,2018,118,18,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,0,13,26,26,19,6,11,4,5,0,0,0,17,0,1,0,2,2,1,1,2,2,2,1,7,0,1,0,0,10,5,56.06%,93.75%,87.88%,86.30%,234,3,66.67%,2,50.00%,7,42.86%,4,100.00%,0
25/12/2018,1003171,Al-Raed,6773,Al-Taawon,6778,51,100,94,21,13,1,202,2018,117,20,1,1,0,0,0,0,0,0,1,1,1,1,0,0,2,4,0,18,23,19,17,7,9,9,12,2,0,0,19,0,2,0,2,2,2,0,0,3,1,0,6,0,0,0,1,12,4,65.03%,98.04%,86.00%,87.23%,324,1,0.00%,3,33.33%,12,33.33%,5,100.00%,0
15/09/2018,1003117,Al-Raed,6773,Al-Hilal,1317,40,69,82,12,3,2,202,2018,95,24,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,6,0,12,8,19,14,5,7,1,6,1,0,0,8,0,4,0,3,2,1,0,0,5,0,0,7,0,0,1,0,17,1,63.21%,90.00%,88.41%,79.27%,239,0,0.00%,4,50.00%,8,12.50%,4,100.00%,0
15/02/2019,1003259,Al-Raed,6773,Al-Ittihad,1316,36,55,48,17,18,1,202,2018,78,13,2,0,0,0,0,0,0,3,1,0,1,1,0,0,1,4,0,12,18,21,29,9,12,7,6,6,0,0,16,0,1,0,2,0,1,0,2,4,0,0,14,1,1,1,0,15,4,49.32%,100.00%,81.82%,87.50%,208,2,50.00%,4,75.00%,10,40.00%,7,100.00%,0
01/12/2018,1003290,Al-Raed,6773,Al-Baten,9623,66,84,84,9,6,2,202,2018,102,18,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,0,21,9,20,24,1,9,1,2,3,0,0,11,0,0,0,0,0,0,0,2,2,0,0,7,0,2,0,0,10,2,62.07%,95.45%,80.95%,90.48%,301,4,25.00%,6,50.00%,10,20.00%,1,100.00%,0
29/01/2019,1003232,Al-Raed,6773,Al-Ittifaq,5680,55,121,124,16,8,2,202,2018,181,22,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,6,0,25,36,30,10,6,9,6,4,1,0,0,33,0,3,0,1,1,0,0,0,2,1,0,2,1,0,1,0,8,2,65.85%,92.73%,86.78%,87.10%,385,2,50.00%,4,50.00%,0,0.00%,7,100.00%,0
23/02/2019,1003154,Al-Raed,6773,Al-Faisaly,6777,52,97,96,17,5,5,202,2018,213,42,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10,0,20,18,19,16,5,7,6,2,1,0,0,19,0,0,0,0,1,1,0,3,3,1,0,3,0,3,0,0,10,3,69.09%,94.23%,84.54%,87.50%,348,1,0.00%,9,22.22%,3,66.67%,6,100.00%,0
08/12/2018,1003196,Al-Raed,6773,Al-Ahli,6770,40,72,80,11,6,4,202,2018,90,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,23,19,21,7,5,8,4,5,0,0,21,0,2,0,1,1,1,0,0,3,0,0,6,0,1,0,0,11,3,62.79%,97.50%,83.33%,85.00%,261,1,100.00%,3,66.67%,8,50.00%,8,100.00%,0
14/12/2018,1003203,Al-Raed,6773,Al-Nassr,6780,54,64,72,15,9,4,202,2018,96,11,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,15,14,24,25,6,9,6,3,3,0,0,18,0,1,0,0,1,1,1,0,3,0,0,4,0,2,2,0,10,6,66.67%,94.44%,84.38%,83.33%,277,4,25.00%,5,80.00%,5,80.00%,2,100.00%,0
11/01/2019,1003227,Al-Raed,6773,Al-Hilal,1317,29,60,59,12,14,3,202,2018,50,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,12,15,30,22,6,14,4,9,6,0,0,15,0,6,0,5,1,0,0,1,7,0,0,5,1,0,0,0,19,5,42.45%,93.10%,83.33%,91.53%,185,0,0.00%,0,0.00%,13,15.38%,4,100.00%,0
22/09/2018,1003127,Al-Raed,6773,Al-Wahda,6847,46,108,105,9,6,3,202,2018,138,21,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,2,0,19,27,12,18,3,3,4,6,2,0,0,25,0,3,0,1,2,0,1,0,4,0,0,2,0,1,0,0,12,2,74.05%,91.30%,86.11%,87.62%,327,1,100.00%,5,40.00%,4,50.00%,1,100.00%,0
20/12/2018,1003213,Al-Raed,6773,Al-Hazm,6846,52,107,116,19,5,2,202,2018,149,25,1,0,0,0,0,0,0,0,2,1,1,1,1,0,0,8,0,17,26,21,22,9,5,6,6,1,0,0,24,0,1,0,0,0,2,0,2,5,0,0,11,0,5,0,0,9,2,69.75%,94.23%,95.33%,88.79%,382,4,50.00%,3,66.67%,6,50.00%,7,100.00%,0
09/02/2019,1003250,Al-Raed,6773,Al-Wahda,6847,38,75,85,12,12,1,202,2018,99,11,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,5,0,23,19,19,13,5,6,5,3,1,1,0,18,0,0,0,0,1,1,0,0,1,0,0,8,0,0,0,0,11,3,66.90%,92.11%,77.33%,87.06%,281,1,100.00%,1,0.00%,5,80.00%,7,100.00%,0
19/10/2018,1003149,Al-Raed,6773,Al-Fateh,6772,49,120,119,9,9,0,202,2018,154,20,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,4,0,16,32,21,13,7,13,7,6,0,0,0,29,0,2,0,0,1,0,0,0,1,0,1,6,0,1,1,0,11,3,59.39%,95.92%,88.33%,89.08%,366,1,100.00%,6,50.00%,4,25.00%,7,100.00%,0
30/12/2018,1003221,Al-Raed,6773,Ohod,9624,49,113,112,17,11,3,202,2018,115,22,0,0,0,0,0,0,0,1,3,1,2,1,1,0,0,9,0,25,7,17,22,5,7,11,7,3,0,0,9,0,0,0,0,0,2,0,0,2,0,0,6,1,1,0,0,7,4,68.67%,91.84%,85.84%,93.75%,373,3,33.33%,6,66.67%,5,40.00%,7,100.00%,0
01/03/2019,1003274,Al-Raed,6773,Al-Quadisiya,6775,46,92,92,11,6,2,202,2018,92,21,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,6,0,14,13,26,20,5,6,7,4,1,0,0,12,0,1,0,0,1,0,0,0,1,0,0,7,0,0,0,0,11,2,61.01%,91.30%,88.04%,86.96%,316,4,25.00%,7,42.86%,8,75.00%,10,100.00%,0
04/10/2018,1003138,Al-Raed,6773,Al-Feiha,10483,62,110,104,9,5,1,202,2018,91,17,3,0,0,0,0,0,0,0,2,2,2,0,0,0,2,8,1,12,15,16,11,2,7,4,4,3,0,0,9,0,0,0,2,0,0,0,2,2,0,0,9,0,0,0,0,4,3,68.25%,91.94%,82.73%,89.42%,336,3,33.33%,9,33.33%,9,44.44%,2,100.00%,0
24/10/2018,1003265,Al-Raed,6773,Al-Faisaly,6777,54,104,100,10,10,2,202,2018,129,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,21,31,10,1,13,4,3,0,0,0,20,0,0,0,0,0,0,0,1,1,0,0,4,0,1,0,0,10,2,51.52%,96.30%,85.58%,92.00%,312,1,100.00%,7,57.14%,7,28.57%,4,100.00%,0
23/11/2018,1003181,Al-Raed,6773,Al-Quadisiya,6775,57,106,98,7,8,1,202,2018,135,20,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6,0,13,18,16,10,8,6,5,5,0,0,0,12,0,1,0,0,1,0,0,0,1,0,0,4,0,0,0,0,9,2,59.38%,84.21%,86.79%,82.65%,329,0,0.00%,9,77.78%,5,20.00%,6,100.00%,0
07/03/2019,1003285,Al-Raed,6773,Al-Taawon,6778,30,40,42,10,17,3,202,2018,46,6,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,16,7,23,19,8,8,14,2,1,0,1,8,0,1,0,1,0,1,0,0,2,0,0,12,0,1,0,0,10,5,49.24%,93.33%,72.50%,73.81%,161,3,0.00%,2,50.00%,8,62.50%,3,100.00%,0
04/02/2019,1003241,Al-Raed,6773,Al-Shabab,6774,36,49,61,17,11,3,202,2018,70,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,16,14,18,2,8,7,2,1,0,0,13,0,3,0,1,2,0,1,1,4,0,1,11,0,2,0,0,13,6,63.57%,97.22%,85.71%,90.16%,227,3,33.33%,1,0.00%,9,44.44%,7,85.71%,0
28/09/2018,1003134,Al-Raed,6773,Al-Shabab,6774,37,77,89,10,7,3,202,2018,94,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,17,20,15,13,5,8,9,5,2,1,0,15,0,2,0,2,1,1,2,0,4,1,0,13,0,2,1,0,8,0,59.02%,86.49%,79.22%,85.39%,260,4,75.00%,4,50.00%,10,50.00%,11,100.00%,0
15/03/2019,1003190,Al-Raed,6773,Al-Baten,9623,54,99,109,14,10,1,202,2018,152,16,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,29,22,15,19,3,15,10,10,0,0,0,21,0,4,0,4,1,1,0,1,5,1,0,7,1,0,0,0,12,1,55.63%,96.30%,95.96%,84.40%,332,2,0.00%,7,71.43%,5,80.00%,3,100.00%,0
30/08/2018,1003104,Al-Raed,6773,Al-Ittifaq,5680,49,82,95,11,5,4,202,2018,148,22,1,0,0,0,0,0,0,0,2,1,1,1,0,0,1,9,0,11,21,23,14,2,5,3,4,0,0,0,20,0,1,0,4,0,1,0,2,4,0,0,6,0,0,0,0,8,5,72.46%,87.76%,87.80%,93.68%,324,2,0.00%,4,75.00%,3,66.67%,10,100.00%,0
01/11/2018,1003166,Al-Raed,6773,Al-Ittihad,1316,29,54,56,3,8,2,202,2018,72,13,1,0,0,0,0,0,0,0,2,1,2,0,0,0,1,4,1,14,22,25,22,6,6,7,1,1,0,0,22,0,4,0,4,2,2,0,0,6,0,0,9,0,0,0,0,18,8,57.60%,100.00%,74.07%,87.50%,204,3,33.33%,3,33.33%,11,27.27%,8,100.00%,0
07/03/2019,1003281,Al-Shabab,6774,Al-Faisaly,6777,58,86,79,12,15,2,202,2018,125,19,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,4,1,11,17,32,31,2,4,7,6,0,0,0,14,0,0,0,0,1,0,0,1,1,0,0,9,0,0,0,0,13,6,61.04%,94.83%,91.86%,83.54%,303,1,100.00%,9,33.33%,10,40.00%,5,100.00%,0
04/02/2019,1003241,Al-Shabab,6774,Al-Raed,6773,71,99,123,14,10,0,202,2018,150,30,0,0,1,0,0,0,0,0,2,1,3,0,0,0,0,10,0,18,14,16,18,2,7,8,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,4,66.01%,92.96%,92.93%,92.68%,388,4,75.00%,8,25.00%,7,57.14%,5,100.00%,0
08/11/2018,1003169,Al-Shabab,6774,Al-Faisaly,6777,50,85,88,10,10,3,202,2018,127,20,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,10,27,29,25,1,4,3,5,4,0,0,26,0,1,0,1,0,1,1,0,3,0,0,9,0,2,0,0,8,1,64.60%,94.00%,85.88%,85.23%,280,5,60.00%,3,0.00%,6,50.00%,7,100.00%,0
21/12/2018,1003211,Al-Shabab,6774,Al-Baten,9623,65,133,121,19,6,2,202,2018,144,23,0,0,0,0,0,0,0,0,2,1,1,1,0,0,4,11,1,17,15,19,15,3,5,2,1,0,0,0,11,0,2,0,0,3,1,0,1,4,0,0,9,0,1,0,0,5,3,68.55%,95.38%,91.73%,94.21%,419,3,66.67%,7,57.14%,3,66.67%,6,100.00%,0
15/02/2019,1003256,Al-Shabab,6774,Al-Wahda,6847,32,38,52,21,11,2,202,2018,96,14,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,17,17,14,9,2,9,5,7,4,1,0,16,0,1,0,2,0,1,0,0,2,0,0,5,0,0,0,0,8,1,52.34%,96.88%,84.21%,86.54%,172,1,0.00%,3,66.67%,13,38.46%,2,100.00%,0
23/11/2018,1003182,Al-Shabab,6774,Al-Nassr,6780,41,62,73,13,7,2,202,2018,82,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,15,23,25,2,7,3,4,3,1,0,14,0,0,0,1,0,4,0,0,3,0,0,3,1,2,1,0,14,4,58.02%,87.80%,87.10%,82.19%,236,2,50.00%,4,50.00%,8,50.00%,5,100.00%,0
31/08/2018,1003109,Al-Shabab,6774,Al-Ittihad,1316,33,52,50,19,13,3,202,2018,88,14,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,16,21,20,12,3,7,6,2,4,0,0,17,0,4,0,1,2,1,1,0,5,0,0,14,0,3,0,0,9,4,52.27%,96.97%,86.54%,86.00%,195,3,66.67%,8,37.50%,7,14.29%,4,100.00%,0
05/10/2018,1003140,Al-Shabab,6774,Al-Taawon,6778,27,54,52,13,11,2,202,2018,50,5,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,0,16,14,21,15,5,11,5,6,4,1,0,10,0,1,0,1,1,0,0,1,2,0,0,10,0,0,0,0,8,2,42.02%,92.59%,85.19%,69.23%,164,2,100.00%,5,40.00%,9,33.33%,4,100.00%,0
28/09/2018,1003134,Al-Shabab,6774,Al-Raed,6773,44,65,56,8,5,1,202,2018,102,11,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,4,0,13,15,20,17,3,10,10,4,1,0,0,13,0,0,0,1,0,4,0,0,4,0,0,3,3,0,0,0,9,0,46.15%,95.45%,89.23%,83.93%,210,1,100.00%,7,71.43%,4,75.00%,4,100.00%,0
29/11/2018,1003288,Al-Shabab,6774,Al-Ittifaq,5680,59,95,109,13,4,1,202,2018,167,23,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,11,0,23,19,15,7,3,5,4,2,0,0,0,17,0,1,0,1,1,2,0,0,3,0,0,4,0,1,1,0,9,1,74.03%,94.92%,88.42%,88.07%,363,1,0.00%,12,58.33%,5,100.00%,4,100.00%,0
20/09/2018,1003121,Al-Shabab,6774,Al-Fateh,6772,60,88,84,13,5,2,202,2018,139,18,4,0,0,0,0,0,0,0,2,1,2,0,0,0,1,10,0,12,19,18,11,6,5,3,1,0,0,0,18,0,1,0,2,0,3,1,0,5,0,0,9,0,3,2,1,10,2,72.00%,88.33%,90.91%,89.29%,339,0,0.00%,9,66.67%,6,66.67%,11,100.00%,0
01/11/2018,1003162,Al-Shabab,6774,Al-Wahda,6847,53,75,68,4,7,0,202,2018,136,13,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,17,18,27,18,2,7,4,2,5,0,0,17,0,0,0,0,0,1,0,0,1,0,0,4,0,1,0,0,4,4,53.91%,96.23%,84.00%,89.71%,253,4,75.00%,8,12.50%,4,50.00%,6,100.00%,0
15/03/2019,1003184,Al-Shabab,6774,Al-Ittifaq,5680,74,98,83,14,22,3,202,2018,196,37,5,1,0,0,0,0,0,0,6,0,4,2,0,0,1,15,0,26,18,28,18,8,10,14,5,0,0,0,17,0,1,0,1,0,1,0,0,2,0,0,5,0,1,0,0,7,4,70.35%,93.24%,81.63%,89.16%,354,5,60.00%,12,58.33%,4,75.00%,2,100.00%,0
11/01/2019,1003229,Al-Shabab,6774,Al-Feiha,10483,52,77,79,12,7,1,202,2018,125,24,0,0,0,0,0,0,1,3,2,1,2,0,1,0,2,11,0,11,13,27,27,4,4,9,3,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,2,53.25%,100.00%,84.42%,92.41%,284,4,50.00%,8,87.50%,5,60.00%,6,100.00%,0
14/09/2018,1003116,Al-Shabab,6774,Al-Feiha,10483,39,75,82,10,6,2,202,2018,103,19,0,0,0,0,0,0,1,2,3,2,4,0,0,0,1,5,0,18,15,20,14,3,7,7,6,2,0,0,12,0,0,0,0,0,0,1,1,2,0,0,5,1,1,0,0,7,1,57.58%,94.87%,88.00%,78.05%,258,3,0.00%,6,83.33%,9,44.44%,4,100.00%,0
09/02/2019,1003248,Al-Shabab,6774,Al-Fateh,6772,55,98,102,10,10,0,202,2018,123,11,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,5,0,14,18,14,19,6,9,10,3,0,0,1,17,0,2,0,0,2,1,1,1,4,1,0,12,0,3,0,0,13,0,55.88%,90.91%,91.84%,82.35%,329,3,33.33%,4,25.00%,10,40.00%,5,100.00%,0
28/12/2018,1003220,Al-Shabab,6774,Al-Hazm,6846,73,110,113,11,13,2,202,2018,169,25,4,0,0,0,0,0,0,1,3,2,3,1,0,0,3,6,0,21,30,19,26,2,8,5,5,2,0,0,26,0,2,0,1,0,0,0,0,2,0,0,6,0,1,0,0,11,1,67.23%,98.63%,87.27%,84.96%,395,2,50.00%,9,66.67%,8,50.00%,6,100.00%,0
28/02/2019,1003278,Al-Shabab,6774,Al-Nassr,6780,62,91,78,15,13,0,202,2018,123,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,14,29,29,6,16,3,4,2,0,0,13,0,3,0,1,0,0,0,2,4,1,0,8,0,4,0,0,9,1,50.41%,95.16%,86.81%,84.62%,278,2,0.00%,3,66.67%,8,50.00%,2,100.00%,0
06/12/2018,1003195,Al-Shabab,6774,Ohod,9624,46,102,105,9,14,3,202,2018,140,21,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,24,17,27,13,5,6,2,2,2,0,0,15,0,2,0,1,1,0,0,1,3,0,0,14,0,1,0,0,4,2,61.02%,95.65%,87.25%,87.62%,346,5,60.00%,7,42.86%,7,57.14%,8,100.00%,0
22/02/2019,1003268,Al-Shabab,6774,Al-Quadisiya,6775,53,91,100,18,16,1,202,2018,203,27,3,0,0,0,0,0,0,1,2,0,0,1,0,1,0,9,0,23,16,25,15,8,15,8,4,0,0,0,15,0,2,0,1,1,0,0,0,1,1,0,4,0,0,0,0,6,3,56.96%,92.45%,89.01%,91.00%,326,3,0.00%,13,46.15%,4,75.00%,2,100.00%,0
15/12/2018,1003207,Al-Shabab,6774,Al-Ahli,6770,60,69,65,17,14,3,202,2018,166,22,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,3,0,18,27,16,18,7,7,9,6,2,0,0,25,0,3,0,2,0,0,1,0,3,0,0,8,1,1,0,0,9,3,61.44%,95.00%,82.61%,83.08%,275,2,0.00%,8,37.50%,5,60.00%,5,100.00%,0
29/01/2019,1003239,Al-Shabab,6774,Al-Ittihad,1316,49,70,85,12,8,1,202,2018,108,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25,16,22,29,8,8,5,2,2,0,0,16,0,1,0,0,1,0,0,0,1,0,0,5,0,0,0,1,7,3,61.65%,93.88%,85.71%,85.88%,272,0,0.00%,5,60.00%,8,50.00%,5,100.00%,0
20/10/2018,1003144,Al-Shabab,6774,Al-Hilal,1317,36,64,49,14,11,3,202,2018,77,13,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,0,20,18,22,18,6,9,3,2,1,1,0,17,1,4,0,0,3,1,0,0,4,1,0,12,1,1,0,0,11,1,61.02%,100.00%,87.50%,85.71%,218,2,50.00%,6,33.33%,5,40.00%,7,100.00%,0
26/10/2018,1003155,Al-Shabab,6774,Al-Quadisiya,6775,61,112,107,15,4,1,202,2018,253,33,6,2,1,0,0,1,0,0,2,1,2,0,1,0,1,8,0,24,33,7,15,9,12,11,12,0,0,0,24,0,0,0,0,2,1,1,0,2,0,0,9,0,0,0,0,6,1,66.44%,95.08%,90.18%,89.72%,375,1,0.00%,12,58.33%,2,50.00%,11,90.91%,0
01/09/2018,1003111,Al-Taawon,6778,Al-Ahli,6770,19,34,28,10,3,2,202,2018,46,5,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,4,1,9,7,16,20,3,4,6,4,4,0,0,7,0,6,0,4,1,0,0,1,6,1,0,12,0,2,2,0,18,2,53.06%,100.00%,79.41%,75.00%,131,3,33.33%,4,75.00%,10,30.00%,7,100.00%,0
09/02/2019,1003255,Al-Taawon,6778,Al-Ittihad,1316,45,75,65,12,6,5,202,2018,127,26,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,7,0,21,28,28,20,8,12,12,7,1,0,0,22,0,3,0,0,1,0,0,1,4,0,0,8,2,1,0,0,8,0,53.52%,93.33%,82.67%,80.00%,247,6,0.00%,3,33.33%,9,44.44%,4,100.00%,0
01/12/2018,1003291,Al-Taawon,6778,Al-Fateh,6772,75,117,112,16,4,1,202,2018,130,23,2,0,0,0,0,1,0,0,1,1,1,0,0,0,0,7,1,14,13,15,14,3,6,4,6,2,0,0,9,0,1,0,1,0,0,0,0,1,0,0,9,0,0,0,0,6,3,67.65%,97.33%,85.47%,90.18%,400,5,60.00%,5,100.00%,9,55.56%,2,100.00%,0
07/12/2018,1003198,Al-Taawon,6778,Al-Wahda,6847,64,91,95,16,8,3,202,2018,163,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,18,16,19,22,7,9,11,8,0,0,0,15,0,1,0,0,1,1,0,0,2,0,0,7,0,1,0,0,7,3,66.44%,96.88%,86.81%,80.00%,328,2,50.00%,7,57.14%,7,57.14%,5,100.00%,0
25/12/2018,1003171,Al-Taawon,6778,Al-Raed,6773,33,70,65,13,15,2,202,2018,94,15,3,0,0,0,0,0,0,0,2,1,2,1,0,0,0,7,0,17,18,23,19,12,9,9,7,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,7,3,58.82%,93.94%,84.29%,81.54%,240,0,0.00%,8,50.00%,3,66.67%,9,100.00%,0
05/10/2018,1003140,Al-Taawon,6778,Al-Shabab,6774,68,124,133,21,15,2,202,2018,161,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,21,14,16,7,5,10,5,0,0,0,15,0,1,0,1,0,0,1,1,3,0,0,8,0,2,0,0,8,1,65.78%,95.59%,85.48%,81.20%,419,2,0.00%,5,60.00%,2,50.00%,11,100.00%,0
14/02/2019,1003257,Al-Taawon,6778,Ohod,9624,60,73,75,13,8,2,202,2018,113,27,2,1,0,0,0,0,0,0,1,2,2,0,0,0,2,6,0,16,22,22,18,8,8,11,4,0,0,0,16,0,1,0,2,0,1,0,0,2,0,0,8,0,0,0,0,4,1,53.01%,100.00%,87.67%,92.00%,292,6,16.67%,8,87.50%,4,25.00%,8,100.00%,0
13/09/2018,1003114,Al-Taawon,6778,Al-Hazm,6846,45,97,89,25,11,4,202,2018,140,28,1,0,0,0,0,0,0,0,1,1,2,0,0,0,1,10,0,21,22,16,17,7,7,13,6,2,0,0,19,0,1,0,2,1,3,0,1,4,0,1,9,0,2,0,0,12,1,66.85%,91.11%,90.72%,85.39%,340,6,33.33%,8,75.00%,5,60.00%,6,100.00%,0
10/01/2019,1003225,Al-Taawon,6778,Al-Hazm,6846,68,133,139,12,11,3,202,2018,192,41,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,15,0,26,28,21,11,10,7,7,7,1,0,0,22,0,0,0,2,0,2,0,0,2,0,0,5,0,0,0,0,5,2,73.37%,95.59%,88.72%,90.65%,465,3,0.00%,8,37.50%,3,100.00%,7,100.00%,0
28/01/2019,1003234,Al-Taawon,6778,Al-Ahli,6770,47,68,67,10,7,3,202,2018,119,28,1,0,0,0,0,0,0,0,5,1,3,1,2,0,1,5,0,19,20,19,21,10,8,9,9,1,0,0,15,0,0,0,2,0,3,0,0,3,0,0,8,0,1,0,0,15,4,60.14%,87.23%,76.47%,76.12%,237,5,60.00%,5,60.00%,8,50.00%,3,100.00%,0
28/02/2019,1003180,Al-Taawon,6778,Al-Ittifaq,5680,72,103,100,13,8,3,202,2018,176,39,0,0,0,0,0,0,0,0,5,4,4,1,1,0,3,5,0,13,25,15,19,9,9,9,6,0,0,0,23,0,3,0,0,1,1,0,1,5,0,0,10,0,4,1,0,15,0,64.97%,94.44%,87.38%,91.00%,364,5,60.00%,6,66.67%,7,71.43%,6,100.00%,0
02/02/2019,1003244,Al-Taawon,6778,Al-Nassr,6780,28,53,59,10,6,4,202,2018,74,8,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,12,20,18,24,7,10,7,3,1,0,0,14,0,2,0,0,1,0,1,0,2,0,1,6,0,2,2,0,11,1,48.20%,92.86%,71.70%,74.58%,187,2,100.00%,6,50.00%,11,63.64%,3,66.67%,0
07/03/2019,1003285,Al-Taawon,6778,Al-Raed,6773,54,113,117,15,12,4,202,2018,183,33,2,1,0,0,0,1,0,0,3,2,3,0,0,0,2,8,0,19,23,7,16,2,14,8,8,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,5,0,65.81%,94.44%,85.84%,84.62%,371,4,25.00%,5,40.00%,6,100.00%,9,100.00%,0
20/09/2018,1003122,Al-Taawon,6778,Al-Ittihad,1316,44,77,64,6,4,0,202,2018,87,27,0,0,0,0,0,1,0,0,1,0,2,0,0,0,3,8,0,24,13,20,21,7,7,3,1,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,62.22%,100.00%,89.61%,81.25%,260,3,100.00%,6,83.33%,6,50.00%,5,100.00%,0
24/09/2018,1003129,Al-Taawon,6778,Al-Nassr,6780,40,59,53,14,1,3,202,2018,65,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,27,17,2,5,0,1,1,0,1,12,0,1,0,0,0,1,0,0,2,0,0,8,0,2,0,0,8,3,50.39%,87.50%,89.83%,81.13%,204,1,0.00%,3,0.00%,9,55.56%,3,100.00%,0
